זמן,"שם נ""ע",בסיס,קוד,ידוע,אחרון,Valuation_Date_Principal,Bank_Account
16:24:45,הראל סל קנדה שקלי,954.6,1124171,943.7,943.7,,
16:24:42,קסם קנדה שקלי TR,922.5,1124239,922.5,922.5,,
16:24:44,הראל סל יתר 120,908.5,1116417,916,916,,
16:24:43,פסגות סל יתר 120 סד1,903.2,1114263,909.5,909.5,,
16:24:44,תכלית יתר 120,898,1108679,904.1,904.1,,
16:24:43,פסגות סל יתר מאגר סד2,894.8,1108364,900.7,900.7,,
16:24:43,"תכלית שורט ת""א75 1748",890.9,1116086,899.4,899.4,,
16:24:42,תכלית אינדקס יתר תא,876.9,1107580,890.9,890.9,,
16:24:43,הראל סל 500S&P,844.5,1116441,845.1,845.1,,
16:24:44,"הראל סל ת""א 75",834.5,1113745,825.7,825.7,,
16:24:42,"תכלית ת""א 75",831.5,1105386,822,822,,
16:24:43,אינדקס תא75,827.3,1107028,821.2,821.2,,
16:24:45,"פסגות סל ת""א75 סד1",831.9,1113307,821.1,821.1,,
16:24:43,"פסגות סל ת""א 75 סד2",813.9,1096486,803.5,803.5,,
16:24:44,"הראל סל S&P\הראל ת""א תקשורת",788.8,1122613,802.5,802.5,,
16:24:43,קסם סקנדינביה,740,1102920,740,740,,
16:24:44,קסם MSCI ALL COUNTRIES,719.5,1119296,716.2,716.2,,
16:24:44,פסגות סל חסר תא100 2000,689,1107978,692.9,692.9,,
16:24:44,פסגות סל שורט בנקים 1987,687.4,1125780,692.8,692.8,,
16:24:42,קסם ממונפת תא נדלן 15,632.6,1111897,632.6,632.6,,
16:24:43,תכלית ביומד,623.5,1126648,629,629,,
16:24:44,תכלית שורט בנקים 1910,618.5,1114982,625.2,625.2,,
16:24:42,הראל סל תנודתיות נמוכה 500SP מנוטרלת מט,614.2,1130392,616.8,616.8,,
16:24:43,תכלית ממונפת בחסר תא25 פי 2 חודשי,610.2,1129642,611.4,611.4,,
16:24:45,"תכלית אינדקס שורט ת""א100",590.2,1101815,593.7,593.7,,
16:24:43,תכלית הודו REINVEST,545.1,1115559,549.5,549.5,,
16:24:42,הראל סל הודו TR,535.2,1116474,539.2,539.2,,
16:24:44,פסגות סל חסר תא25 2000,524.7,1104082,524.5,524.5,,
16:24:44,פסגות סל יתר 50 סד1,490.6,1118769,497.3,497.3,,
16:24:43,הראל סל יתר 50,491.6,1116383,495.6,495.6,,
16:24:42,תכלית יתר 50,483.9,1109305,490.9,490.9,,
16:24:43,הראל סל פיננסים אירופה MSCI,486.5,1131804,486.5,486.5,,
16:24:43,תכלית אינדקס יתר 50,480,1107572,484.2,484.2,,
16:24:45,פסגות סל יתר 50 סד2,462.2,1125368,468.2,468.2,,
16:24:42,"הראל סל טכנולוגיה ארה""ב שקלי S&P IXT",426.9,1131838,428.7,428.7,,
16:24:44,"תכלית אינדקס שורט ת""א 25 1900",423.4,1101807,424.7,424.7,,
16:24:42,תכלית STOXX Eur 600 Banks מנוטרל מט,409.5,1131200,411,411,,
16:24:44,"פסגות נדל""ן 15 סד1",390.1,1115740,388,388,,
16:24:43,"הראל סל נדל""ן 15",390.1,1116284,386.6,386.6,,
16:24:42,"תכלית אינדקס ת""א נדלן 15",387.1,1101781,386.1,386.1,,
16:24:44,פסגות סל נדלן 15 סד2,386,1096494,386,386,,
16:24:43,"תכלית ת""א נדל""ן 15",388.3,1099225,384.8,384.8,,
16:24:43,תכלית בריק שקלי,376.4,1105402,370.7,370.7,,
16:24:45,"תכלית S&P דיבידנד בצמיחה ארה""ב שקלי",360.4,1132893,363,363,,
16:24:44,הראל סל 600 Stoxx Europe מנוטרלת מטבע,358.9,1130376,358.1,358.1,,
16:24:42,תכלית 600 STOXX EUROPE מנוטרלת מטבע,357.1,1129873,355.6,355.6,,
16:24:42,"הראל סל פיננסים ארה""ב S&P IXM מנוטרל מט",246.8,1130384,247.3,247.3,,
16:24:43,תכלית קוריאה שקלי,241.1,1117456,240.7,240.7,,
16:24:44,פסגות סל בלוטק 50,232.7,1096502,233.3,233.3,,
16:24:43,פסגות סל אנרגיה נקייה WILDERGHILL ECO,213,1097203,207,207,,
16:24:44,תכלית DJ Internet Comp מנוטרלת מטבע,192.5,1131069,192.6,192.6,,
16:24:42,תכלית S&P דיבידנד בצמיחה בריטניה,183.9,1132760,183.9,183.9,,
16:24:43,תכלית S&P דיבידנד בצמיחה אירופה,129,1132752,129,129,,
16:24:43,"קסם ממונפת בחסר ת""א 25 פי 2 חודשי",80.1,1105832,80.2,80.2,,
16:24:46,ממשלתי ריבית משתנה 0817,99.92,1106970,99.91,99.91,,
16:24:47,ממשלתי ריבית משתנה 0520,99.72,1116193,99.72,99.72,,
16:24:47,ממשלתי ריבית משתנה 1121,99.44,1127646,99.46,99.46,,
16:24:47,ממשלתי שקלי 0142,139.3,1125400,140.45,140.45,,
16:24:45,ממשלתי שקלי 1026,139.52,1099456,140.15,140.15,,
16:24:45,ממשלתי שקלי 0122,130.56,1123272,131.02,131.02,,
16:24:46,ממשלתי שקלי 0219,126.03,1110907,126.2,126.2,,
16:24:46,ממשלתי שקלי 0120,123.57,1115773,123.89,123.89,,
16:24:47,ממשלתי שקלי 0323,120.4,1126747,120.95,120.95,,
16:24:46,ממשלתי שקלי 0324,116,1130848,116.5,116.5,,
16:24:46,ממשלתי שקלי 0217,115.67,1101575,115.7,115.7,,
16:24:46,ממשלתי שקלי 0118,114.04,1126218,114.11,114.11,,
16:24:46,שחר 2683,112.7,9268335,112.69,112.69,,
16:24:45,ממשלתי שקלי 0816,107.99,1122019,108,108,,
16:24:47,ממשלתי שקלי 0519,106.94,1131770,107.13,107.13,,
16:24:47,ממשלתי שקלי 0516,104.62,1127166,104.63,104.63,,
16:24:47,ממשלתי שקלי 0115,104.47,1114297,104.47,104.47,,
16:24:47,ממשלתי שקלי 1017,102.26,1132786,102.3,102.3,,
16:24:46,ממשלתי קצר 0115,99.97,1132091,99.97,99.97,,
16:24:46,ממשלתי דואלי 1116,430.75,1107176,430.47,430.47,,
16:24:45,ממשלתי צמוד 0536,182.97,1097708,183.94,183.94,,
16:24:47,גליל 5903,166.2,9590332,166.7,166.7,,
16:24:47,גליל 5904,165.35,9590431,166.07,166.07,,
16:24:47,ממשלתי צמוד 0841,139.67,1120583,140.14,140.14,,
16:24:47,גליל 5472,139.53,9547233,139.46,139.46,,
16:24:45,ממשלתי צמוד 0418,135.15,1108927,135.32,135.32,,
16:24:47,ממשלתי צמוד 1019,128.15,1114750,128.36,128.36,,
16:24:46,ממשלתי צמוד 0922,123.76,1124056,124.35,124.35,,
16:24:45,ממשלתי צמוד 0923,113.38,1128081,113.96,113.96,,
16:24:46,ממשלתי צמוד 0517,107.19,1125905,107.27,107.27,,
16:24:46,ממשלתי צמוד 1016,100.67,1130483,100.73,100.73,,
16:24:47,מזרחי טפ שה1,148.33,6950083,148.89,148.89,,
16:24:46,דיסקונט שה1,148.35,6910095,148.26,148.26,,
16:24:46,"פועלים ש""ה נד אג1",147.66,6620207,147.4,147.4,,
16:24:46,דיסקונט מנפיקים שה1,147.33,7480098,147.31,147.31,,
16:24:47,פועלים הנפקות שט1,146.87,1940444,146.68,146.68,,
16:24:46,כלל תעשיות אג14,146,6080204,145.84,145.84,,
16:24:47,גב ים אג6,145.03,7590128,145.45,145.45,,
16:24:46,גזית גלוב אג4,144.7,1260397,145.1,145.1,,
16:24:46,פועלים הנפ הת4,144.37,1940105,144.13,144.13,,
16:24:46,פועלים הנפ הת10,143.69,1940402,143.86,143.86,,
16:24:45,הראל הנפקות אג1,143.11,1099738,143.16,143.16,,
16:24:47,מזרחי הנפקות הת27,142.97,2310035,143.14,143.14,,
16:24:46,נכסים ובנין אג4,143.1,6990154,143,143,,
16:24:47,דלק קבוצה אג22,142.82,1106046,142.79,142.79,,
16:24:45,גזית גלוב אג10,142.77,1260488,142.67,142.67,,
16:24:47,לאומי מימון הת אג3,142.75,7410061,142.64,142.64,,
16:24:45,דלק קבוצה אג13,141.98,1105543,142.05,142.05,,
16:24:46,דיסקונט מנפיקים הת2,141.34,7480023,141.29,141.29,,
16:24:46,דיסקונט מנפיקים הת1,141.22,7480015,141.18,141.18,,
16:24:47,אדמה אג2,140.58,1110915,140.9,140.9,,
16:24:46,לאומי מימון אג176,140.45,7410087,140.38,140.38,,
16:24:47,דיסקונט מנפיקים הת4,140.33,7480049,140.18,140.18,,
16:24:47,כללביט אג1,139.99,1097138,139.94,139.94,,
16:24:47,מנורה הון אג1,139.5,1103670,139.48,139.48,,
16:24:45,יאיר אג2,139.33,1095033,139.33,139.33,,
16:24:45,חברה לישראל אג7,139.07,5760160,139.25,139.25,,
16:24:47,גזית גלוב אג3,139.14,1260306,139.16,139.16,,
16:24:47,ישפרו אג2,139.15,7430069,139.1,139.1,,
16:24:46,"בינל הנפ ש""ה2",138.87,1091164,139.04,139.04,,
16:24:47,שופרסל אג2,139.01,7770142,138.19,138.19,,
16:24:47,בינל הנפ אג4,137.75,1103126,137.75,137.75,,
16:24:46,דקסיה ישראל אג2,137.43,1095066,137.47,137.47,,
16:24:45,סאמיט אג4,136.21,1092956,137,137,,
16:24:46,פועלים הנפ אג32,136.37,1940535,136.53,136.53,,
16:24:45,אלקטרה אגח ג,136.31,7390131,136.41,136.41,,
16:24:46,טאואר אג4,136.11,1106608,135.99,135.99,,
16:24:46,לאומי מימון שה300,135.72,7410202,135.91,135.91,,
16:24:46,מליסרון אג5,135.57,3230091,135.91,135.91,,
16:24:46,פניקס אג1,135.67,7670102,135.7,135.7,,
16:24:45,בינל הנפ אג3,135.44,1093681,135.4,135.4,,
16:24:45,אגוד הנפקות שה1,134.91,1115278,135.06,135.06,,
16:24:47,דלק קבוצה אג18,134.01,1115823,134.17,134.17,,
16:24:45,אלוני חץ אג6,134.11,3900206,134.16,134.16,,
16:24:47,מנורה מבטחים אג1,134.16,5660048,134.16,134.16,,
16:24:46,אמות אג1,133.83,1097385,133.86,133.86,,
16:24:46,מזרחי הנפקות הת30,133.68,2310068,133.71,133.71,,
16:24:45,פועלים הנפ הת9,133.22,1940386,133.22,133.22,,
16:24:47,ביג אג3,132.7,1106947,132.91,132.91,,
16:24:46,בזק אג5,132.81,2300069,132.72,132.72,,
16:24:47,מבני תעש אג9,134.28,2260180,132.31,132.31,,
16:24:45,סלקום אג2,131.44,1096270,131.39,131.39,,
16:24:47,כלל תעשיות אג13,131.33,6080188,131.31,131.31,,
16:24:46,נורסטאר אג6,131.2,7230279,131.08,131.08,,
16:24:45,ריט1 אג1,130.76,1106657,130.76,130.76,,
16:24:47,גזית גלוב אג9,130.67,1260462,130.61,130.61,,
16:24:46,ירושלים הנפקות הת2,131,1096510,130.57,130.57,,
16:24:47,בריטיש ישראל אג1,130.5,1104504,130.54,130.54,,
16:24:46,נכסים ובנין אג3,130.31,6990139,130.31,130.31,,
16:24:47,גב ים אג5,130.18,7590110,130.22,130.22,,
16:24:46,אשדר אג1,130.6,1104330,130.13,130.13,,
16:24:45,וילאר אג4,130.1,4160099,130.1,130.1,,
16:24:45,"אלרוב נדל""ן אג א",130.08,3870078,130.1,130.1,,
16:24:46,שטראוס עלית אג2,129.78,7460140,129.82,129.82,,
16:24:45,דרבן אג4,130.67,4110094,129.69,129.69,,
16:24:45,ירושלים הנפקות הת3,129.64,1103738,129.6,129.6,,
16:24:45,אזורים אג8,129.55,7150246,129.54,129.54,,
16:24:47,פועלים הנפ הת8,129.34,1940303,129.34,129.34,,
16:24:46,בינל הנפ אג5,129.17,1105576,129.28,129.28,,
16:24:47,איאםאס אג1,129,1104975,129,129,,
16:24:46,מליסרון אג3,128.8,3230067,128.8,128.8,,
16:24:46,בריטיש ישראל אג3,128.55,1117423,128.67,128.67,,
16:24:47,כלכלית אג6,131.02,1980192,128.66,128.66,,
16:24:46,מבני תעש אג8,130.58,2260131,128.59,128.59,,
16:24:45,פועלים הנפ הת15,128.44,1940543,128.54,128.54,,
16:24:45,לאומי שה200,128.45,6040141,128.53,128.53,,
16:24:45,הכשרה החזקות אג4,128.49,5080098,128.49,128.49,,
16:24:47,דיסקונט השקעות אג4,128.8,6390157,128.42,128.42,,
16:24:45,כרמל אולפינים אג1,128.48,1113091,128.33,128.33,,
16:24:46,לאומי מימון אג8,128.1,7410160,128.29,128.29,,
16:24:45,פועלים הנפ אג25,128.27,1940360,128.02,128.02,,
16:24:47,אפריקה מגורים אג1,127.99,1097955,127.99,127.99,,
16:24:47,אברות אג3,128.36,2970085,127.97,127.97,,
16:24:47,פועלים הנפ הת14,127.7,1940501,127.9,127.9,,
16:24:45,סלקום אג4,127.7,1107333,127.79,127.79,,
16:24:46,כללביט אג2,127.7,1114347,127.7,127.7,,
16:24:47,דיסקונט הת10,127.45,6910129,127.69,127.69,,
16:24:46,גזית גלוב אג11,127.48,1260546,127.56,127.56,,
16:24:46,דלק ישראל אג1,127.36,6360069,127.43,127.43,,
16:24:46,לאומי מימון הת7,127.29,7410152,127.42,127.42,,
16:24:46,אגוד הנפקות הת2,127.55,1101005,127.38,127.38,,
16:24:46,קרדן רכב אג6,127.06,4590097,127.08,127.08,,
16:24:45,חשמל אג22,126.87,6000020,126.92,126.92,,
16:24:47,הראל הנפקות אג5,126.95,1119221,126.76,126.76,,
16:24:45,הכשרת ישוב אג13,126.76,6120125,126.72,126.72,,
16:24:45,חלל אג5,126.6,1102698,126.4,126.4,,
16:24:47,הכשרת ישוב אג12,126.31,6120117,126.26,126.26,,
16:24:45,ישראל קנדה אג2,126.24,4340063,126.24,126.24,,
16:24:45,קרדן רכב אג5,126.15,4590089,126.12,126.12,,
16:24:45,אמות אג3,125.97,1117357,125.99,125.99,,
16:24:47,מליסרון אג4,125.88,3230083,125.99,125.99,,
16:24:46,טלדור אג2,125.8,4770145,125.8,125.8,,
16:24:45,כללביט אג3,125.78,1120120,125.77,125.77,,
16:24:47,לידר השקעות אג5,125.6,3180221,125.6,125.6,,
16:24:45,מזרחי הנפקות אג29,125.51,2310050,125.52,125.52,,
16:24:46,שיכון ובינוי אג5,125,1125210,125.21,125.21,,
16:24:45,אדגר הת5,125.12,1820133,125.15,125.15,,
16:24:47,רבוע נדלן אג2,125.11,1098656,125.1,125.1,,
16:24:45,דיסקונט מנפיקים הת8,125.29,7480072,125.06,125.06,,
16:24:46,"שלמה נדל""ן אג1",125.01,1107515,125.01,125.01,,
16:24:47,דלק קבוצה אג19,124.98,1121326,124.9,124.9,,
16:24:46,שטרן אג1,124.84,1104017,124.84,124.84,,
16:24:46,דור אלון אג2,124.76,1093244,124.76,124.76,,
16:24:46,חברה לישראל אג6,124.8,5760152,124.66,124.66,,
16:24:45,חילן אג2,124.57,1109669,124.57,124.57,,
16:24:47,ירושלים הנפקות הת1,124.57,1093186,124.57,124.57,,
16:24:45,הראל הנפקות אג4,124.32,1119213,124.5,124.5,,
16:24:46,כלכלית אג5,124.71,1980150,124.2,124.2,,
16:24:45,עמוס הדר אג1,124.01,1105121,124.01,124.01,,
16:24:46,ישראל קנדה אג1,123.97,4340030,123.97,123.97,,
16:24:47,אגוד הנפקות הת19,123.89,1124080,123.95,123.95,,
16:24:45,דקסיה הנפקות אג7,123.76,1119825,123.86,123.86,,
16:24:45,נאנט אג2,123.8,1111202,123.8,123.8,,
16:24:46,בזן אג1,123.95,2590255,123.65,123.65,,
16:24:46,אבגול אג1,123.64,1100973,123.65,123.65,,
16:24:47,ביג אג4,123.23,1118033,123.55,123.55,,
16:24:45,מצלאוי אג1,123.5,1106764,123.5,123.5,,
16:24:46,איאסאראר אג2,123.5,3650041,123.5,123.5,,
16:24:47,בינל הנפ אג6,123.5,1110279,123.5,123.5,,
16:24:45,מירלנד אג1,123.36,1108349,123.36,123.36,,
16:24:45,שיכון ובינוי אג2,123.15,1110733,123.15,123.15,,
16:24:46,גולד אג2,123.12,1490044,123.12,123.12,,
16:24:45,נאוסיטי אג1,123,1102375,123,123,,
16:24:46,הכשרה לבטוח אג1,123,1122092,123,123,,
16:24:46,דלק אנרגיה אג5,122.91,5650114,122.92,122.92,,
16:24:46,ארפורט אג1,122.92,1096320,122.92,122.92,,
16:24:46,דקסיה ישראל הנפקות הת13,122.29,1125194,122.83,122.83,,
16:24:46,אשטרום נכסים אג5,122.78,2510113,122.78,122.78,,
16:24:46,רבוע נדלן אג4,122.86,1119999,122.7,122.7,,
16:24:47,הראל הנפקות אג7,122.47,1126077,122.68,122.68,,
16:24:46,אביב אג4,122.62,4440079,122.62,122.62,,
16:24:45,אמות אג2,122.3,1126630,122.37,122.37,,
16:24:45,נורסטאר אג9,122.62,7230303,122.3,122.3,,
16:24:45,רוטקס אג1,122.3,1104116,122.3,122.3,,
16:24:45,טן דלק אג1,122,1108307,122.1,122.1,,
16:24:45,קרדן רכב אג4,122.02,4590071,122.02,122.02,,
16:24:45,אפריקה נכסים אג3,121.95,1106699,121.95,121.95,,
16:24:46,יאיר אג4,121.87,1101674,121.87,121.87,,
16:24:45,צרפתי אג5,121.81,4250130,121.81,121.81,,
16:24:46,איידיאיי הנפקות הת2,121.8,1121581,121.8,121.8,,
16:24:47,מבני תעשיה אג11,122.05,2260206,121.75,121.75,,
16:24:46,וילאר אג6,121.71,4160115,121.71,121.71,,
16:24:45,אלוני חץ אג8,121.19,3900271,121.55,121.55,,
16:24:47,עמיר שיווק אג2,121.51,1105469,121.51,121.51,,
16:24:45,ריט1 אג3,121.62,1120021,121.47,121.47,,
16:24:47,הראל הנפקות אג6,121.48,1126069,121.4,121.4,,
16:24:46,אינטרנט זהב אג2,121.3,1107341,121.37,121.37,,
16:24:47,פניקס הון אג2,121.28,1120799,121.26,121.26,,
16:24:45,פניקס הון הת1,121.19,1115104,121.24,121.24,,
16:24:46,מליסרון אג6,120.9,3230125,121.23,121.23,,
16:24:46,גאון אג1,121.2,1104751,121.2,121.2,,
16:24:45,נייר חדרה אג3,121.01,6320071,120.74,120.74,,
16:24:45,בזן אג2,121.01,2590263,120.71,120.71,,
16:24:45,בינלאומי הנפקות הת20,120.46,1121953,120.68,120.68,,
16:24:47,דמרי אג3,120.6,1109685,120.6,120.6,,
16:24:46,רבד אג13,120.5,5260039,120.5,120.5,,
16:24:47,דיסקונט השקעות אג8,120.6,6390223,120.4,120.4,,
16:24:47,דורי קבוצה אג6,120.65,4730123,120.21,120.21,,
16:24:45,מזרחי הנפקות הת31,119.82,2310076,119.9,119.9,,
16:24:46,לאומי מימון הת14,119.66,7410244,119.86,119.86,,
16:24:46,אדגר אג7,119.16,1820158,119.44,119.44,,
16:24:46,ויתניה אג1,119.4,1109651,119.4,119.4,,
16:24:45,בזק אג6,118.93,2300143,119.36,119.36,,
16:24:46,כלכלית אג7,120.1,1980200,119.36,119.36,,
16:24:47,פרטנר אג3,119.33,1118827,119.33,119.33,,
16:24:47,סלקום אג6,119.3,1125996,119.3,119.3,,
16:24:45,דה לסר אג2,118.46,1118587,119.15,119.15,,
16:24:46,פועלים הנפ הת12,119.15,1940428,119.02,119.02,,
16:24:45,נאנט אג4,119,1122068,119,119,,
16:24:45,כנפיים אג3,118.83,5430079,118.97,118.97,,
16:24:45,נכסים ובנין אג6,119.02,6990188,118.96,118.96,,
16:24:45,אשטרום נכסים אג7,118.83,2510139,118.8,118.8,,
16:24:47,שיכון ובינוי אג4,119.18,1117910,118.78,118.78,,
16:24:47,מישורים אג1,118.76,1109909,118.76,118.76,,
16:24:45,מגה אור אג3,118.36,1127323,118.7,118.7,,
16:24:46,לאומי מימון הת10,118.34,7410186,118.37,118.37,,
16:24:47,מיטב דש אג3,118.35,1121763,118.28,118.28,,
16:24:47,רבוע נדלן אג3,118.02,1115724,118.12,118.12,,
16:24:46,אדרי-אל אג1,117.74,1105170,118,118,,
16:24:47,בראק אן וי אג1,117.71,1122860,117.69,117.69,,
16:24:45,אןטיאס אג1,117.66,1112721,117.68,117.68,,
16:24:48,אמיליה פתוח אג1,117.51,5890066,117.54,117.54,,
16:24:45,אפריקה נכסים אג5,117.71,1122233,117.43,117.43,,
16:24:46,כלכלית ירושלים אג10,118.99,1980317,117.37,117.37,,
16:24:45,איידיאיי הנפקות הת3,117.15,1127349,117.15,117.15,,
16:24:47,ריט אג4,117,1129899,117.08,117.08,,
16:24:46,ליברטי אג1,117,1098516,117,117,,
16:24:47,נצבא אג5,116.64,1120468,116.78,116.78,,
16:24:45,יאיר אג9,116.6,1125822,116.6,116.6,,
16:24:46,אפיק הירדן אג1,116.58,1098813,116.58,116.58,,
16:24:46,אינטרנט זהב אג4,116.55,1131614,116.35,116.35,,
16:24:47,מישורים אג2,116.39,1120351,115.79,115.79,,
16:24:46,אספן גרופ אג5,115.72,3130275,115.72,115.72,,
16:24:46,צור שמיר אג7,115.7,7300114,115.7,115.7,,
16:24:45,גירון אג3,115.7,1125681,115.7,115.7,,
16:24:47,זראסאי אג1,115.09,1127901,115.64,115.64,,
16:24:47,אשדר אג3,116.93,1123884,115.63,115.63,,
16:24:45,דקסיה ישראל אג4,115.64,1111160,115.62,115.62,,
16:24:45,ביטוח ישיר אג9,115.7,1118512,115.61,115.61,,
16:24:46,אדגר אג6,115,1820141,115.5,115.5,,
16:24:45,מזרחי הנפקות אג35,115.14,2310118,115.19,115.19,,
16:24:46,אשטרום נכסים אג8,115.09,2510162,115.06,115.06,,
16:24:47,אזורים אג9,114.83,7150337,115,115,,
16:24:46,אנג'ל משאבים אג6,114.99,7710155,114.99,114.99,,
16:24:47,דרבן אג8,115.89,4110151,114.9,114.9,,
16:24:47,קרדן אג4,114.85,1210129,114.9,114.9,,
16:24:46,לאומי מימון הת12,114.72,7410228,114.77,114.77,,
16:24:47,אפריקה מגורים אג2,114.51,1126093,114.59,114.59,,
16:24:46,אגוד הנפקות הת17,114.59,1120823,114.59,114.59,,
16:24:46,אלעזרא אג2,114.45,1128289,114.5,114.5,,
16:24:45,פועלים הנפ אג31,114.35,1940527,114.38,114.38,,
16:24:46,מנדלסון תשתיות אג2,114.21,1118579,114.21,114.21,,
16:24:45,איידיאו אג5,114.01,5050166,114.12,114.12,,
16:24:45,בינלאומי הנפקות הת21,113.92,1126598,114.04,114.04,,
16:24:47,יאיר אג8,114,1122498,114,114,,
16:24:45,גינדי אג3,114,1116847,113.98,113.98,,
16:24:46,פוליגון אג3,113.93,7450117,113.93,113.93,,
16:24:45,ביטוח ישיר אג10,113.71,1127331,113.71,113.71,,
16:24:47,מליסרון אג7,113.38,3230141,113.68,113.68,,
16:24:45,מנדלסון תשתיות אג3,113.64,1127638,113.64,113.64,,
16:24:46,טן דלק אג2,113.01,1121862,113.54,113.54,,
16:24:45,הוט אג1,113.38,1123256,113.33,113.33,,
16:24:45,מגה אור אג2,113.3,1118348,113.33,113.33,,
16:24:46,אשדר אג2,113.22,1116870,113.22,113.22,,
16:24:45,נורסטאר אג10,113.33,7230345,113.02,113.02,,
16:24:47,מבני תעשיה אג14,114.2,2260412,113,113,,
16:24:45,חלל תקשורת אג12,112.9,1128321,112.66,112.66,,
16:24:47,פרטנר אג2,112.64,1119320,112.65,112.65,,
16:24:46,ארפורט אג3,112.54,1122670,112.62,112.62,,
16:24:46,נצבא אג6,112.55,1128032,112.55,112.55,,
16:24:47,הכשרת ישוב אג16,112.5,6120166,112.5,112.5,,
16:24:46,ישרס אג12,112.75,6130173,112.5,112.5,,
16:24:45,דקסיה הנפקות אג5,112.46,1114800,112.44,112.44,,
16:24:45,דיסקונט השקעות אג6,113.08,6390207,112.35,112.35,,
16:24:45,ישראל קנדה אג3,112.3,4340097,112.3,112.3,,
16:24:47,ארקו אג2,112.2,3100187,112.2,112.2,,
16:24:47,"אלרוב נדל""ן אג2",112.25,3870094,112.1,112.1,,
16:24:45,אלמוגים אג1,112.01,1120690,112.01,112.01,,
16:24:47,חג'ג' אג3,112,8230146,112,112,,
16:24:46,חלל תקשורת אג10,111.39,1118892,111.71,111.71,,
16:24:47,וואן תוכנה אג2,111.53,1610153,111.53,111.53,,
16:24:45,אינטרנט זהב אג3,111.55,1120880,111.46,111.46,,
16:24:47,נצבא אג4,111.08,1116169,111.3,111.3,,
16:24:46,ארפורט אג2,111.27,1121045,111.3,111.3,,
16:24:46,דלק אנרגיה אג3,111.12,5650098,111.12,111.12,,
16:24:47,מירלנד אג3,113.47,1120286,111.09,111.09,,
16:24:46,דה לסר אג3,111.08,1127299,111.02,111.02,,
16:24:46,הראל הנפקות אג8,110.72,1128875,111.02,111.02,,
16:24:46,אאורה אג5,111,3730207,111.01,111.01,,
16:24:46,ישרס אג6,110.7,6130124,110.81,110.81,,
16:24:46,פלאזה אג2,110.27,1109503,110.75,110.75,,
16:24:45,אלקטרה נדלן אג3,110.97,1116888,110.47,110.47,,
16:24:45,מישורים אג3,110.4,1127513,110.37,110.37,,
16:24:47,ביג'יאיי אג1,110.8,1118439,110.3,110.3,,
16:24:46,גזית גלוב אג12,109.9,1260603,110.25,110.25,,
16:24:47,שיכון ובינוי אג6,109.79,1129733,110.06,110.06,,
16:24:46,בראק אן.וי אג2,109.23,1128347,109.96,109.96,,
16:24:47,רבד אג1,109.89,5260070,109.89,109.89,,
16:24:45,רוטשטיין אג3,109,5390059,109.5,109.5,,
16:24:46,אנלייט אג1,109.47,7200058,109.47,109.47,,
16:24:47,פניקס אג2,109.49,7670177,109.44,109.44,,
16:24:45,אלבר אג8,109.42,1118017,109.42,109.42,,
16:24:47,אביב ארלון אג3,109.66,1060078,109.4,109.4,,
16:24:46,מזרחי הנפקות אג33,109.31,2310092,109.34,109.34,,
16:24:47,אאורה אג6,109.2,3730215,109.2,109.2,,
16:24:45,אקויטל אג1,109.15,7550072,109.16,109.16,,
16:24:46,מליסרון אג8,108.9,3230166,109.15,109.15,,
16:24:45,פלאזה אג1,108.4,1109495,109.02,109.02,,
16:24:45,חנן מור אג4,109,1122449,109,109,,
16:24:46,איידיאיי הנפקות הת1,108.35,1121573,108.63,108.63,,
16:24:45,ביג אג5,108.39,1129279,108.6,108.6,,
16:24:45,ירושלים הנפקות אג9,108.6,1127422,108.6,108.6,,
16:24:47,כלכלית אג9,109.73,1980234,108.11,108.11,,
16:24:46,אורתם סהר אג4,108.11,1121060,108.11,108.11,,
16:24:46,ישראל קנדה אג4,108.01,4340105,108.01,108.01,,
16:24:46,אלבר אג13,108.13,1127588,108,108,,
16:24:45,רפק אג4,108,7690100,108,108,,
16:24:45,שלמה החזקות אג14,107.87,1410265,107.84,107.84,,
16:24:47,אדרי-אל אג2,108.04,1123371,107.76,107.76,,
16:24:45,ירושלים הנפקות אג10,108.07,1127414,107.71,107.71,,
16:24:45,אפריקה נכסים אג6,107.27,1129550,107.5,107.5,,
16:24:46,המשביר 365 אגחג,107.51,1132133,107.5,107.5,,
16:24:45,שלמה החזקות אג11,107.66,1410224,107.41,107.41,,
16:24:45,"סלע נדל""ן אג1",107.42,1128586,107.4,107.4,,
16:24:45,נפטא אג1,107.27,6430102,107.27,107.27,,
16:24:45,שלמה החזקות אג13,107,1410240,107,107,,
16:24:47,"שלמה נדל""ן אג2",106.94,1129436,106.91,106.91,,
16:24:47,אמות אג4,105.92,1133149,106.29,106.29,,
16:24:46,אגוד הנפקות אג6,106.22,1126762,106.29,106.29,,
16:24:46,דקסיה ישראל הנפקות הת14,106.2,1129907,106.29,106.29,,
16:24:48,שניב אג2,106.9,1128271,106.21,106.21,,
16:24:46,אלבר אג10,106.07,1122118,106.16,106.16,,
16:24:46,פועלים הנפ אג33,106.04,1940568,106.07,106.07,,
16:24:47,צנורות המזרח התיכון אג2,106.6,4540126,106.02,106.02,,
16:24:46,מגה אור אג4,106.02,1130632,106.01,106.01,,
16:24:45,יאיר אג10,108,1126283,106.01,106.01,,
16:24:47,קווינקו אג1,105.96,3860053,105.96,105.96,,
16:24:45,חשמל אג25,105.76,6000160,105.88,105.88,,
